run_tag,source_file,solution_id,anchor_date,observed,model_cum,ratio_model_over_observed,replayed,note
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-19,1873.0,4978.0,2.658,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-21,2659.0,5232.5,1.968,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-22,3195.0,5361.2,1.678,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-24,4014.0,5620.2,1.4,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-26,4754.0,5879.4,1.237,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-08-02,7524.0,6759.0,0.898,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-08-09,8736.0,7549.0,0.864,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-15,478.0,2445.1,5.115,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-18,1161.0,2740.5,2.36,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-19,1790.0,2848.7,1.591,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-20,2285.0,2961.4,1.296,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-21,2471.0,3078.2,1.246,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-26,4208.0,3710.3,0.882,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-19,1873.0,3190.8,1.704,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-21,2659.0,3428.6,1.289,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-22,3195.0,3553.0,1.112,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-24,4014.0,3810.9,0.949,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-07-26,4754.0,4078.4,0.858,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-08-02,7524.0,5048.9,0.671,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04_s2,bound_profile_i600.csv,loose|R0=4|start=2,2025-08-09,8736.0,6003.7,0.687,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-15,478.0,482.3,1.009,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-18,1161.0,622.7,0.536,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-19,1790.0,683.9,0.382,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-20,2285.0,751.6,0.329,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-21,2471.0,825.4,0.334,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-26,4208.0,1279.5,0.304,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-19,1873.0,689.8,0.368,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-21,2659.0,831.6,0.313,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-22,3195.0,911.5,0.285,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-24,4014.0,1088.3,0.271,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-07-26,4754.0,1286.3,0.271,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-08-02,7524.0,2128.9,0.283,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R04.5_s0,bound_profile_i600.csv,loose|R0=4.5|start=0,2025-08-09,8736.0,3163.6,0.362,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-15,478.0,708.1,1.481,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-18,1161.0,805.4,0.694,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-19,1790.0,851.4,0.476,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-20,2285.0,906.0,0.397,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-21,2471.0,968.9,0.392,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-26,4208.0,1386.4,0.329,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-19,1873.0,860.0,0.459,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-21,2659.0,978.7,0.368,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-22,3195.0,1050.2,0.329,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-24,4014.0,1214.1,0.302,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-07-26,4754.0,1402.2,0.295,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-08-02,7524.0,2203.6,0.293,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R05_s0,bound_profile_i600.csv,loose|R0=5|start=0,2025-08-09,8736.0,3162.5,0.362,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (5.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-15,478.0,584.0,1.222,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-18,1161.0,669.0,0.576,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-19,1790.0,698.4,0.39,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-20,2285.0,729.1,0.319,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-21,2471.0,762.6,0.309,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-26,4208.0,1002.3,0.238,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-19,1873.0,724.5,0.387,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-21,2659.0,789.9,0.297,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-22,3195.0,828.7,0.259,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-24,4014.0,921.4,0.23,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-07-26,4754.0,1032.8,0.217,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-08-02,7524.0,1533.1,0.204,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
boundprofile_loose_R06_s1,bound_profile_i600.csv,loose|R0=6|start=1,2025-08-09,8736.0,2153.0,0.246,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (6.000)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-15,478.0,1740.2,3.641,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-18,1161.0,1886.0,1.624,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-19,1790.0,1935.0,1.081,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-20,2285.0,1986.1,0.869,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-21,2471.0,2040.8,0.826,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-26,4208.0,2365.0,0.562,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-19,1873.0,3191.1,1.704,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-21,2659.0,3345.3,1.258,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-22,3195.0,3429.0,1.073,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-24,4014.0,3613.0,0.9,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-07-26,4754.0,3816.1,0.803,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-08-02,7524.0,4604.4,0.612,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R01.24_s1,fullfree_r0_i1500.csv,R0=1.24|start=1,2025-08-09,8736.0,5412.9,0.62,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (1.240)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-15,478.0,599.0,1.253,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-18,1161.0,741.5,0.639,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-19,1790.0,803.9,0.449,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-20,2285.0,873.4,0.382,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-21,2471.0,949.6,0.384,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-26,4208.0,1418.4,0.337,True,scope=shunde; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-19,1873.0,804.0,0.429,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-21,2659.0,949.7,0.357,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-22,3195.0,1032.1,0.323,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-24,4014.0,1214.6,0.303,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-07-26,4754.0,1418.5,0.298,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-08-02,7524.0,2272.7,0.302,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
fullfree_R07.28_s0,fullfree_r0_i1500.csv,R0=7.28|start=0,2025-08-09,8736.0,3292.9,0.377,True,scope=city; early_anchor_in_calib=yes; 12 free params from archive; beta_scale stored at 4 d.p.; ode_zone_seeded; R0 replay ok (7.280)
