run_tag,source_file,solution_id,anchor_date,observed,model_cum,ratio_model_over_observed,replayed,note
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-07-20,2285.0,812.9,0.356,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-07-21,2471.0,893.7,0.362,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-07-26,4208.0,1387.0,0.33,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-07-19,1873.0,873.6,0.466,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-07-21,2659.0,1031.2,0.388,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-07-22,3195.0,1119.6,0.35,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-07-24,4014.0,1314.0,0.327,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-07-26,4754.0,1530.4,0.322,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-08-02,7524.0,2446.7,0.325,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02_s2,bound_profile_i600.csv,baseline|R0=2|start=2,2025-08-09,8736.0,3570.9,0.409,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-15,478.0,596.3,1.248,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-18,1161.0,665.6,0.573,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-19,1790.0,689.9,0.385,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-20,2285.0,717.5,0.314,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-21,2471.0,751.6,0.304,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-26,4208.0,1034.0,0.246,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-19,1873.0,926.4,0.495,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-21,2659.0,998.6,0.376,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-22,3195.0,1045.9,0.327,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-24,4014.0,1164.2,0.29,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-07-26,4754.0,1310.0,0.276,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-08-02,7524.0,1974.5,0.262,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R02.5_s0,bound_profile_i600.csv,baseline|R0=2.5|start=0,2025-08-09,8736.0,2806.6,0.321,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 0) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.500)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-15,478.0,199.5,0.417,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-18,1161.0,256.8,0.221,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-19,1790.0,285.9,0.16,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-20,2285.0,319.7,0.14,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-21,2471.0,358.1,0.145,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-26,4208.0,612.5,0.146,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-19,1873.0,309.6,0.165,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-21,2659.0,382.8,0.144,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-22,3195.0,425.9,0.133,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-24,4014.0,524.7,0.131,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-07-26,4754.0,639.8,0.135,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-08-02,7524.0,1173.1,0.156,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03_s2,bound_profile_i600.csv,baseline|R0=3|start=2,2025-08-09,8736.0,1915.2,0.219,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-15,478.0,219.0,0.458,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-18,1161.0,296.3,0.255,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-19,1790.0,329.5,0.184,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-20,2285.0,366.3,0.16,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-21,2471.0,406.5,0.165,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-26,4208.0,659.3,0.157,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-19,1873.0,342.0,0.183,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-21,2659.0,419.5,0.158,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-22,3195.0,463.5,0.145,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-24,4014.0,561.6,0.14,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-07-26,4754.0,673.5,0.142,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-08-02,7524.0,1174.3,0.156,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R03.5_s2,bound_profile_i600.csv,baseline|R0=3.5|start=2,2025-08-09,8736.0,1841.1,0.211,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.500)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-15,478.0,210.3,0.44,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-18,1161.0,252.6,0.218,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-19,1790.0,270.8,0.151,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-20,2285.0,292.0,0.128,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-21,2471.0,316.1,0.128,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-26,4208.0,477.7,0.114,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-19,1873.0,299.9,0.16,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-21,2659.0,347.1,0.131,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-22,3195.0,375.1,0.117,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-24,4014.0,439.2,0.109,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-07-26,4754.0,513.8,0.108,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-08-02,7524.0,851.5,0.113,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04_s1,bound_profile_i600.csv,baseline|R0=4|start=1,2025-08-09,8736.0,1308.8,0.15,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.000)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-15,478.0,352.7,0.738,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-18,1161.0,472.5,0.407,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-19,1790.0,522.1,0.292,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-20,2285.0,576.6,0.252,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-21,2471.0,636.0,0.257,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-26,4208.0,1008.8,0.24,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-19,1873.0,564.4,0.301,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-21,2659.0,684.0,0.257,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-22,3195.0,754.1,0.236,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-24,4014.0,916.7,0.228,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-07-26,4754.0,1109.1,0.233,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-08-02,7524.0,2030.4,0.27,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_baseline_R04.5_s1,bound_profile_i600.csv,baseline|R0=4.5|start=1,2025-08-09,8736.0,3410.7,0.39,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (4.500)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-15,478.0,2396.6,5.014,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-18,1161.0,2653.6,2.286,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-19,1790.0,2746.8,1.535,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-20,2285.0,2842.7,1.244,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-21,2471.0,2940.9,1.19,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-26,4208.0,3453.4,0.821,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-19,1873.0,3863.5,2.063,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-21,2659.0,4112.3,1.547,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-22,3195.0,4240.9,1.327,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-24,4014.0,4503.7,1.122,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-07-26,4754.0,4770.7,1.004,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-08-02,7524.0,5699.1,0.757,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R01.24_s1,bound_profile_i600.csv,loose|R0=1.24|start=1,2025-08-09,8736.0,6566.5,0.752,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (1.240)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-15,478.0,3283.7,6.87,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-18,1161.0,3448.8,2.971,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-19,1790.0,3497.8,1.954,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-20,2285.0,3544.5,1.551,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-21,2471.0,3589.1,1.452,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-26,4208.0,3789.1,0.9,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-19,1873.0,4456.1,2.379,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-21,2659.0,4560.3,1.715,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-22,3195.0,4608.7,1.442,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-24,4014.0,4699.9,1.171,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-07-26,4754.0,4785.2,1.007,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-08-02,7524.0,5341.3,0.71,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R02_s2,bound_profile_i600.csv,loose|R0=2|start=2,2025-08-09,8736.0,6227.5,0.713,True,scope=city; early_anchor_in_calib=yes; th_anchor(multistart start 2) + archived 8 free params; ode_zone_seeded; R0 replay ok (2.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-15,478.0,3481.7,7.284,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-18,1161.0,3780.1,3.256,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-19,1790.0,3880.0,2.168,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-20,2285.0,3980.3,1.742,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-21,2471.0,4080.9,1.652,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
boundprofile_loose_R03_s1,bound_profile_i600.csv,loose|R0=3|start=1,2025-07-26,4208.0,4584.8,1.09,True,scope=shunde; early_anchor_in_calib=yes; th_anchor(multistart start 1) + archived 8 free params; ode_zone_seeded; R0 replay ok (3.000)
